row ID,row m/z,row retention time,220610_C2_1_1_neg_BD8_2_9421.mzXML Peak area,220610_C2_1_3_neg_BE2_1_9490.mzXML Peak area,220610_C2_1_2_neg_BE1_2_9489.mzXML Peak area,220610_C2_1_1_neg_BD8_1_9420.mzXML Peak area,220610_C2_1_3_neg_BE2_2_9491.mzXML Peak area,220610_C2_1_2_neg_BE1_1_9488.mzXML Peak area,220610_C2_1_4_neg_BE3_1_9496.mzXML Peak area,220610_C2_1_4_neg_BE3_1_9497.mzXML Peak area,220610_C2_1_5_neg_BE4_2_9465.mzXML Peak area,220610_C2_1_5_neg_BE4_1_9464.mzXML Peak area,220610_C2_2_1_neg_BE5_2_9503.mzXML Peak area,220610_C2_2_3_neg_BE7_1_9428.mzXML Peak area,220610_C2_2_2_neg_BE6_1_9482.mzXML Peak area,220610_C2_2_3_neg_BE7_2_9429.mzXML Peak area,220610_C2_2_1_neg_BE5_1_9502.mzXML Peak area,220610_C2_2_2_neg_BE6_2_9483.mzXML Peak area,220610_C2_2_5_neg_GA1_2_9509.mzXML Peak area,220610_C2_2_5_neg_GA1_1_9508.mzXML Peak area,220610_C2_3_2_neg_GA3_2_9493.mzXML Peak area,220610_C2_3_1_neg_GA2_1_9504.mzXML Peak area,220610_C2_3_2_neg_GA3_1_9492.mzXML Peak area,220610_C2_2_4_neg_BE8_1_9506.mzXML Peak area,220610_C2_2_4_neg_BE8_2_9507.mzXML Peak area,220610_C2_3_1_neg_GA2_2_9505.mzXML Peak area,220610_C2_3_3_neg_GA4_2_9423.mzXML Peak area,220610_C2_3_3_neg_GA4_1_9422.mzXML Peak area,220610_C2_3_5_neg_GA6_2_9513.mzXML Peak area,220610_C2_3_5_neg_GA6_1_9512.mzXML Peak area,220610_C2_3_4_neg_GA5_1_9510.mzXML Peak area,220610_C2_3_4_neg_GA5_2_9511.mzXML Peak area,220610_C2_4_1_neg_GA7_1_9416.mzXML Peak area,220610_C2_4_1_neg_GA7_2_9417.mzXML Peak area,220610_C2_4_5_neg_GB3_2_9427.mzXML Peak area,220610_C2_4_5_neg_GB3_1_9426.mzXML Peak area,220610_C2_4_2_neg_GA8_2_9455.mzXML Peak area,220610_C2_4_4_neg_GB2_1_9460.mzXML Peak area,220610_C2_4_2_neg_GA8_1_9454.mzXML Peak area,220610_C2_4_3_neg_GB1_1_9514.mzXML Peak area,220610_C2_4_3_neg_GB1_2_9515.mzXML Peak area,220610_C2_4_4_neg_GB2_2_9461.mzXML Peak area,220610_Gifu_1_1_neg_BA8_1_9418.mzXML Peak area,220610_Gifu_1_4plus_neg_BA1_1_9434.mzXML Peak area,220610_Gifu_1_4plus_neg_BA1_2_9435.mzXML Peak area,220610_Gifu_1_3_neg_BB2_2_9425.mzXML Peak area,220610_Gifu_1_2_neg_BB1_1_9430.mzXML Peak area,220610_Gifu_1_1_neg_BA8_2_9419.mzXML Peak area,220610_Gifu_1_2_neg_BB1_2_9431.mzXML Peak area,220610_Gifu_1_5_neg_BB4_1_9452.mzXML Peak area,220610_Gifu_3_3plus_neg_BA3_1_9458.mzXML Peak area,220610_Gifu_1_6plus_neg_BA2_2_9433.mzXML Peak area,220610_Gifu_1_6plus_neg_BA2_1_9432.mzXML Peak area,220610_Gifu_1_5_neg_BB4_2_9453.mzXML Peak area,220610_Gifu_2_2_neg_BB7_2_9449.mzXML Peak area,220610_Gifu_1_3_neg_BB2_1_9424.mzXML Peak area,220610_Gifu_2_2_neg_BB7_1_9448.mzXML Peak area,220610_Gifu_2_3_neg_BB8_2_9441.mzXML Peak area,220610_Gifu_3_3plus_neg_BA3_2_9459.mzXML Peak area,220610_Gifu_2_5_neg_BC2_2_9451.mzXML Peak area,220610_Gifu_2_6_neg_BC3_1_9500.mzXML Peak area,220610_Gifu_2_4_neg_BC1_1_9442.mzXML Peak area,220610_Gifu_2_3_neg_BB8_1_9440.mzXML Peak area,220610_Gifu_2_1_neg_BB6_2_9439.mzXML Peak area,220610_Gifu_2_4_neg_BC1_2_9443.mzXML Peak area,220610_Gifu_2_5_neg_BC2_1_9450.mzXML Peak area,220610_Gifu_2_1_neg_BB6_1_9438.mzXML Peak area,220610_Gifu_4_1_neg_BD2_2_9469.mzXML Peak area,220610_Gifu_4_1_neg_BD2_1_9468.mzXML Peak area,220610_Gifu_3_5_neg_BC8_1_9466.mzXML Peak area,220610_Gifu_3_1_neg_BC4_1_9494.mzXML Peak area,220610_Gifu_2_6_neg_BC3_2_9501.mzXML Peak area,220610_Gifu_3_1_neg_BC4_2_9495.mzXML Peak area,220610_Gifu_3_2_neg_BC5_1_9456.mzXML Peak area,220610_Gifu_3_4_neg_BC7_1_9462.mzXML Peak area,220610_Gifu_3_5_neg_BC8_2_9467.mzXML Peak area,220610_Gifu_4_3_neg_BD4_2_9479.mzXML Peak area,220610_Gifu_3_2_neg_BC5_2_9457.mzXML Peak area,220610_Gifu_4_3_neg_BD4_1_9478.mzXML Peak area,220610_Gifu_4_4_neg_BD5_2_9481.mzXML Peak area,220610_Gifu_3_4_neg_BC7_2_9463.mzXML Peak area,220610_Gifu_4_5_neg_BD6_1_9484.mzXML Peak area,220610_Gifu_4_4_neg_BD5_1_9480.mzXML Peak area,220610_Gifu_4_5_neg_BD6_2_9485.mzXML Peak area,220610_Gifu_4_2_neg_BD3_1_9473.mzXML Peak area,220610_Gifu_4_6_neg_BD7_2_9487.mzXML Peak area,220610_Gifu_4_2_neg_BD3_1_9472.mzXML Peak area,220610_Gifu_4_6_neg_BD7_1_9486.mzXML Peak area
360,441.1255407,1.877616,2.1299393,3.198534,2.6763277,0,5.162743,3.9781942,3.1831799,2.4667587,4.7740784,2.041647,4.5022845,2.5357413,0,4.3509603,8.4963455,4.3440714,9.027496,3.6537983,2.0355072,3.4212296,3.3043017,2.2576642,2.3632421,6.52238,0,2.781334,3.033322,8.839541,8.351799,7.10025,4.737332,2.382795,2.8226218,2.235733,2.3528013,4.161275,8.720026,5.5758276,0,4.3255286,5.2317905,1.778463,5.6506376,4.3445325,0,8.80242,1.7506602,2.6821742,0,4.829523,2.127901,9.755647,32.091503,4.1312103,16.507668,8.373621,0,3.6820185,19.614456,12.388508,3.9540586,13.656574,21.749374,7.984413,55.80664,52.146896,127.405045,50.077766,98.011375,16.99424,113.120804,49.17229,86.48551,53.54808,67.001114,90.234474,29.743187,162.2637,21.17152,487.01364,338.97092,490.94785,134.07098,114.44432,94.39518,57.75047
361,339.9898066,1.9342084,142.26785,60.782486,58.01381,186.87071,67.109184,38.56812,51.386566,42.78804,93.08513,84.29285,16.270063,91.36578,53.301765,39.324318,21.02657,111.03038,10.9373865,30.261948,22.737818,38.135292,33.387714,31.726316,19.262356,65.74186,369.2307,278.58585,54.871044,63.198784,62.29604,33.147827,191.03612,167.96555,201.7743,164.59267,192.69096,180.60419,165.77643,112.37486,140.59071,156.86607,3.5637774,7.183061,11.950225,2.5233822,9.998436,2.7134814,7.2725058,0,0,4.0650187,7.8614907,0,0,7.3560486,0,1.9895011,0,2.1227887,0,0,0,0,1.7818887,1.7611964,0,0,0,0,0,0,0,1.8528868,1.8444028,2.6372118,0,0,0,0,0,0,1.8427491,0,0,0,0,2.432242
362,319.1517806,1.9298527,8.170459,12.102718,50.2356,5.066209,11.05724,66.14251,9.260815,9.595343,20.75644,46.559147,23.953386,8.40885,10.096828,5.1068087,34.564205,8.411743,12.970223,9.607634,37.045803,105.45573,13.900488,7.7897,11.657788,78.18699,100.12515,185.07062,33.804615,66.41062,183.48653,203.62729,71.74491,40.41208,30.317513,38.513588,42.881092,34.606827,59.662693,42.110474,39.18198,57.925858,2.4887981,0,0,0,0,2.1791606,0,2.296462,0,2.1493402,0,0,4.8588142,0,4.5892754,2.2186584,0,7.832097,1.780182,3.258677,2.3097641,9.639528,9.778902,2.261796,10.690767,5.8689766,11.379171,5.4859276,36.43435,0,15.008012,49.44787,35.237366,7.1879253,10.268707,41.427166,12.028438,1.793994,22.93511,6.293075,5.7781186,20.553493,19.437458,13.416193,6.4282336,19.615887
363,308.0826335,1.9307884,0,0,0,0,1.7439297,0,0,0,0,0,2.0433705,0,0,0,2.7422662,0,0,2.0779896,0,3.315216,0,0,2.6122835,0,0,0,0,1.8993294,2.2144012,0,0,0,0,0,0,0,1.8630066,0,0,0,23.106646,49.009068,19.988974,55.757065,39.54402,45.076984,26.66774,17.736958,0,19.859245,21.296055,13.766238,21.656036,44.19251,69.06545,25.064953,0,17.536377,133.3405,42.93838,28.31739,46.01728,49.73462,12.037733,88.71257,883.09546,876.6973,25.744602,791.3225,136.44063,843.992,2061.4263,2216.2595,27.17592,1327.8638,2033.2675,1270.9517,782.7119,2172.6182,442.66275,833.764,391.06027,1459.9087,952.54596,1490.5099,859.08905
364,410.131031,1.9350802,0,0,0,0,0,0,0,0,0,0,4.6611543,0,0,0,0,0,2.0453258,0,0,2.0145311,2.2252579,0,2.026054,0,0,0,1.8129963,0,1.9702985,0,0,0,0,0,0,0,0,0,0,0,292.42862,214.24567,171.90817,101.03442,161.88614,331.0014,52.81,139.23746,0,158.56467,160.8363,95.51492,7.835375,84.218765,13.658698,31.334114,0,22.435427,32.982815,5.048838,44.013077,17.13425,12.501071,36.853718,9.99068,0,4.040392,1.9856626,2.1452012,24.70837,0,3.1169844,3.7274837,2.1992207,3.3935676,1.7940063,3.2444422,0,4.088236,1.9492569,0,2.9784517,2.5553505,2.2684875,2.6918488,3.2901728
365,162.024678,1.9423714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.501972,11.972758,22.463089,60.50916,39.17276,37.04206,29.831955,45.592804,0,11.216875,24.562187,11.045826,84.46456,32.76358,24.616503,39.06628,0,10.298557,129.94087,7.21064,53.570263,36.189465,36.34354,29.441597,81.14632,878.6219,954.35614,16.016449,887.9553,155.79063,862.5298,1732.6921,1809.0663,29.136631,1067.1859,1744.4551,1161.0114,777.24756,1835.4856,277.0789,913.5792,334.3175,1579.0717,820.8219,1687.1401,573.80634
366,351.9986763,1.9724739,4.580264,5.369452,47.852654,8.395281,11.075714,31.240026,33.904335,33.630146,12.773102,16.621674,49.703033,13.78515,8.745363,5.621338,136.28165,8.761863,47.88117,137.85152,49.59255,15.389675,32.60327,72.8569,16.14615,25.567278,5.735575,8.228263,7.7813473,19.0758,13.702995,12.544148,4.5615993,9.458416,48.603992,49.40792,14.5660715,10.699284,9.541653,25.4792,11.705176,19.341322,2.9985456,39.834106,22.019226,5.3468585,7.394809,1.9703121,12.769199,16.869871,0,38.981663,44.22679,25.773155,41.313354,10.087162,36.692207,28.749975,0,606.1262,1069.3267,17.792295,26.142849,1426.0698,30.824244,1164.4836,2381.4849,32.5533,52.26565,95.618645,41.923332,979.10547,29.207333,46.580643,44.040585,44.497864,56.609802,19.20666,31.841135,119.82724,11.620523,85.432976,484.05438,205.21577,69.61964,454.4066,81.47169,529.37366
367,489.0676816,1.9681927,0,0,0,0,0,0,0,0,0,0,0,1.8784375,0,0,1.7870703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755717,2.1687598,1.864809,0,0,0,0,136.09724,49.07706,104.262924,74.5032,0,657.5428,154.51028,84.08306,34.05192,1696.9299,586.0581,1739.2001,18.292873,98.25122,23.65649,36.597168,33.50497,1652.2009,763.23505,1367.7784,837.8625
368,428.1351104,1.9551862,0,0,0,0,0,0,0,0,2.0740128,0,4.547099,1.8112564,0,0,2.4834476,0,1.7853513,1.8461719,0,2.3596106,0,0,0,0,0,0,0,0,2.147256,2.528238,0,0,0,0,0,0,0,0,0,0,3.705748,0,0,0,0,13.334308,0,0,0,0,0,0,2.4953465,0,2.6198616,1.9341707,0,0,2.486395,1.985035,2.7134626,2.5181813,2.592498,3.1283026,2.3655286,13.110985,7.658974,0,4.273876,0,1.9778953,847.4734,74.82072,2.2684968,3.0770688,961.21185,4.248455,0,52.14,3.2980452,1.851101,3.2208838,7.266235,5.2957325,24.673237,8.830023
369,130.088005,1.9852903,8.702722,315.91797,263.80515,52.006847,307.37234,187.67238,22.435556,42.396084,51.501915,119.731384,29.229519,20.362804,54.1399,10.373011,68.33051,29.344374,13.685328,13.763025,139.61638,338.961,53.10568,21.85752,24.92774,278.51947,33.51047,75.79358,128.50356,94.762955,278.9914,319.93655,10.877835,15.228176,7.5657816,21.172153,9.921058,45.28887,17.323872,271.79346,249.03528,17.408762,61.431858,52.70552,86.36584,59.13962,44.696407,66.92993,27.344673,53.90435,1.9875818,23.97873,69.354416,46.13057,299.66614,48.792503,310.39517,55.585335,3.0330734,11.478776,37.72926,17.177982,39.638832,87.0923,13.829538,19.701437,64.9775,56.556786,44.82816,27.523003,111.40391,16.89495,98.91968,534.019,1563.7504,38.2635,15.688313,535.729,16.220844,5.3494983,1188.4707,0,6.643671,3.965524,1.9360065,3.2492642,3.0562148,3.4220974
370,585.7021977,1.9872751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7422562,0,0,0,0,0,2.565359,0,2.9841928,3.3042173,0,2.582675,0,10.622134,10.841077,2.548008,5.1348486,2.081995,11.147859,30.060589,24.702856,14.51261,69.88591,2.081995,103.9772,559.3633,643.179,20.352072,110.26194,624.0776,106.6474,10.475092,595.3883,32.995567,7.4560466,16.403084,39.574783,45.55674,20.107235,122.27059
371,347.9807828,2.0021532,2.3444974,0,0,2.525784,0,0,0,0,0,0,0,2.294258,0,0,0,1.7422562,2.2706895,2.0800066,0,2.0374765,0,1.9376011,1.7611964,2.486412,3.0857127,2.1755955,0,0,0,2.1299539,4.6805096,2.3482456,3.914979,0,2.131992,0,0,2.11969,0,0,0,8.345103,5.059158,2.060673,0,2.0374765,0,852.1681,1.809504,3.415512,3.6260176,274.29492,2.1340594,0,0,12.291338,0,4.226265,2.2155046,3.944993,8.348462,2.2619286,6.8059707,2.6590796,0,0,0,1130.8212,2.7599716,0,9.427002,7.1264114,2.9575071,1065.7842,992.6751,12.211394,998.167,2.398917,3.9824266,10.85943,2.9036179,5.412652,851.64154,128.22789,1065.8921,88.47341
372,316.9869221,1.9736276,11.507816,3.3471596,3.494602,5.95563,0,3.2901728,1.9431953,2.3182013,5.229804,0,29.246065,18.507353,7.691957,7.843523,23.753292,11.119977,14.762645,8.786465,11.77189,15.692127,8.9021,8.664668,5.494852,11.688061,6.8927402,9.4490385,3.2363827,5.6938295,7.6279535,14.551516,4.7183466,5.2835894,3.863821,6.5377116,2.294258,2.5505037,4.808078,4.571266,0,3.3324828,27.108982,59.228977,116.4246,41.732494,27.826975,77.324974,25.715393,29.767294,0,548.52496,109.64457,11.216726,2.8828635,47.338474,6.8492785,7.933721,0,6.369553,14.617049,3.4393806,7.8811398,2.9839458,4.213058,4.225526,4.2079287,2.2421265,1.9702985,3.6295948,12.970173,17.255629,5.056476,5.540576,4.423846,2.98682,2.347242,6.075228,3.1494048,10.712271,4.002014,7.631009,9.692634,10.27332,5.435324,12.791796,3.4427018,6.5527315
373,171.9839933,2.0275629,0,0,0,1.911143,0,1.8285065,0,0,0,0,0,0,0,0,0,0,1.9048238,0,0,10.049233,0,0,0,18.106234,2.1268609,0,1.8653743,3.1500077,1.933876,0,0,0,1.7904714,2.1390076,1.9586729,0,3.1740112,0,0,1.8993425,1.8390956,80.07034,64.77163,17.138292,5.907565,7.002006,3.0764523,2126.635,0,27.30804,39.115738,1780.0757,10.0306635,18.101582,12.3999405,1063.0363,0,752.00214,7.200472,755.7798,1077.8386,34.48497,234.1611,76.65204,20.624866,7.376276,13.715546,1769.8345,55.503025,34.757202,58.325794,16.249088,30.394909,1904.3229,1560.566,25.680313,1453.1504,4.4870877,18.328897,19.926401,17.018204,16.8292,1234.363,793.2969,1386.5647,735.7327
374,214.1206706,2.0085654,0,0,1.8647962,0,0,2.6872962,1.809504,0,1.9394569,0,5.4225483,6.8512735,2.5999904,2.4959908,8.3571415,2.326489,0,4.3047647,70.90365,108.3746,42.80972,0,0,129.4251,144.12946,90.82085,34.46287,42.681526,211.1964,152.30974,53.258675,106.27438,54.206413,37.964497,202.67987,50.123013,142.85358,214.2793,215.00087,83.23192,0,0,0,2.004879,5.0709333,0,0,0,0,2.0892768,0,0,0,2.0202098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1085505,2.9050071,0,4.1612735,0,0,0,0,0,0,0,0,0,0,0
375,215.9738364,2.0101361,8.513768,6.1710243,17.174238,6.355421,4.433235,3.805976,3.1169844,6.255677,2.5282207,2.058687,2.9372234,6.8988333,8.237448,5.6861973,6.4607553,2.0740128,9.615838,8.39024,5.4202194,32.72511,9.995383,8.076307,3.986652,28.098267,0,4.6027594,6.6270905,3.0014691,7.6836653,4.2084227,2.0933156,3.0650768,4.7828903,4.9037304,3.9308543,3.9540858,2.3092558,2.5012589,1.8612041,2.294501,7.3929734,318.71973,80.5983,25.9197,17.297436,30.146553,7.8562837,3400.1978,0,29.787882,72.34294,2826.4185,24.104773,42.75278,16.447086,1304.4553,1.8629937,865.17096,12.45579,131.74635,1690.9342,20.247784,1204.231,758.22705,47.642494,27.79642,12.82913,3018.2036,36.11126,38.22047,190.1859,18.83918,17.8255,2055.684,2321.435,24.67928,2576.8074,11.394018,59.483402,23.228283,14.662617,79.63465,1976.7899,986.82,2206.2488,1329.5684
376,127.0412285,1.9944608,14.642262,49.102135,48.51879,16.978441,69.14494,54.97853,18.397724,71.578835,79.127106,52.821583,79.44624,25.305153,15.825625,33.385246,32.44931,34.440044,60.023476,24.473986,34.92947,539.29156,159.0212,40.953552,45.601543,544.8205,261.325,508.4643,402.0237,468.36868,566.301,593.8323,164.21391,128.31163,82.61586,86.02629,93.191345,143.2906,402.8561,432.03226,414.65887,100.21663,14.20454,33.016537,31.272793,17.60521,24.057178,22.62057,26.201797,16.02066,0,59.563778,35.794754,19.519863,22.176243,17.068798,41.003246,23.36222,1.8439708,60.021744,42.1432,54.406662,40.350487,21.65569,107.075386,91.52423,73.044174,30.44244,29.041416,94.241554,18.710808,41.750446,36.608406,44.39536,24.65463,81.14277,16.653782,45.686657,36.446297,46.045788,52.14539,417.00928,73.993126,186.32918,26.720093,37.34778,78.22669,25.09594
377,264.0192108,2.0193005,3.4157395,12.870253,26.771955,12.936312,9.477475,31.924465,10.160135,21.784267,24.792463,16.54491,27.47844,3.0187607,16.68213,5.330269,29.098032,20.123743,41.44237,117.72944,18.577372,32.03399,4.381485,40.751892,80.4627,15.980269,11.03153,8.413083,14.653878,25.447514,5.639842,10.904074,2.7427597,6.245223,12.705301,15.01127,3.7026508,21.975805,11.445445,20.2053,19.292683,15.621093,1.7731004,42.191994,41.19599,23.477535,3.3875542,2.436965,4.5040183,44.361496,0,45.235176,41.320023,14.618294,46.69398,10.487603,20.893913,56.95009,0,140.7102,213.1542,32.75816,38.493103,877.84735,58.972885,749.35913,1366.3273,13.232345,13.902003,9.893848,11.980377,503.41495,25.347195,5.7442703,17.21299,12.180809,11.895575,18.887142,15.351339,26.728672,9.433735,35.96334,69.93542,96.19349,27.652151,47.702976,37.01307,138.92822
378,273.979663,2.0199528,47.896713,10.753706,6.362753,59.327866,6.4815683,6.324008,6.2901807,11.63222,16.209139,9.493362,13.445367,61.044617,23.809965,11.2150955,4.174515,17.948353,25.260544,13.745864,6.3177524,12.837744,10.149783,14.019705,12.284521,7.1411896,21.319256,12.055504,11.786448,13.434433,8.163885,6.0865297,11.275675,33.216248,26.496828,23.376999,13.170326,9.211811,7.186254,5.098544,14.276721,10.503662,34.4032,457.79822,536.41034,56.25869,29.03001,22.12981,32.800056,528.71643,0,38.646374,25.981335,461.8223,25.79972,42.496853,21.562359,42.353443,0,48.69554,11.815221,17.689516,64.23423,36.26693,28.323944,47.89095,8.22418,14.487775,12.416122,510.53702,27.362432,16.565632,137.78458,19.841312,49.610516,486.46777,432.01413,60.87786,406.3118,17.224497,83.14459,36.83672,16.211136,26.193275,432.1215,465.38055,460.314,403.1027
379,279.0719125,1.9845469,2.6075006,2.7305775,3.0734603,6.3775682,3.6295223,7.2601213,0,6.4305344,2.9438186,4.785966,3.792331,2.296446,2.5025063,2.0719814,3.9050827,0,8.562554,5.1232123,3.7159138,6.4441886,2.2597268,3.8406022,2.7082596,12.933705,2.6565094,3.2680674,4.9430017,12.835506,15.246449,20.913996,5.996143,2.7056394,7.07181,3.9674866,4.3008757,6.53544,1.9301243,9.263871,7.277222,11.057121,1.9721875,6.574049,3.3464656,6.1469297,1.764601,4.8720274,2.0009794,4.3937616,0,7.421604,6.0720215,3.4672384,5.90466,3.501738,22.246607,21.17453,0,13.05538,10.3425255,13.177261,12.675781,11.429754,12.0291395,22.632885,22.44178,25.450424,19.3721,25.753204,10.16762,8.728077,43.13445,20.869675,33.212902,38.648216,38.624886,24.763474,60.032387,944.5226,13.955203,1563.7913,1134.4929,1553.9141,19.286766,69.57182,24.52127,53.71808
380,99.00945974,2.0305603,36.67066,35.67322,41.62135,32.017338,127.21369,96.68475,80.35384,74.165726,82.03893,38.89601,150.89293,11.830774,22.213884,61.92402,105.42702,15.080455,15.634292,38.76425,12.2707405,35.505547,27.480179,19.15256,40.826454,53.3264,26.582895,16.796953,89.46869,96.76768,86.33836,112.787125,9.56492,28.792973,23.526829,17.078836,22.206501,16.95913,38.762794,46.31645,14.10172,34.716747,37.749657,42.92759,33.3262,29.808704,28.38629,48.155766,18.946678,71.875626,0,101.06998,65.74391,78.17124,33.14427,23.970345,45.312923,11.058615,2.7056394,57.37978,17.841106,27.612,19.73692,18.711517,33.584972,10.002275,59.285145,37.985744,65.722824,37.596996,121.05162,69.82338,74.31834,411.3179,423.51776,108.61396,71.40992,110.92295,62.356674,35.171803,443.79578,359.4128,40.432056,365.76712,145.43022,424.52563,37.76817,421.9446
381,317.9709006,2.044111,9.313737,2.1217282,8.686542,3.954056,2.7170076,2.5603838,2.2728446,1.9319935,3.0044146,3.10863,2.1791458,2.1770895,4.286293,1.7489866,8.379741,3.0015106,2.223105,2.068617,2.3204217,5.191576,5.7922883,2.6075006,7.021166,8.212477,11.447139,7.0695915,2.885634,6.918571,5.728818,3.0561726,4.0882645,2.9265223,2.2165527,2.621973,3.622703,2.0163045,8.43528,0,0,3.28856,2.9058044,24.971657,105.73282,3.7663617,5.4437017,5.032356,4.9170837,286.7192,0,0,8.591972,176.56894,1.8078547,7.28654,2.0067334,15.698755,0,10.715201,4.265438,7.8223014,13.74554,7.1154404,30.059555,6.7059746,3.9713526,5.33792,3.7057736,332.90555,10.558857,2.3287582,45.546143,37.71231,37.954536,262.76038,199.88794,44.28274,210.63588,9.379899,26.359856,27.920206,14.105701,12.566285,200.84196,135.80931,227.95999,211.88184
382,297.9111307,2.0390677,2.2442627,2.5702236,3.3465118,1.793994,2.86072,6.582387,0,3.9613912,4.3216887,6.1681437,3.108015,1.9184618,0,2.4149752,6.713544,2.188623,2.4047012,2.2250519,0,2.696198,0,5.350396,3.9761615,5.091746,0,1.7833142,0,0,2.8862946,0,0,0,0,0,0,1.7680178,0,0,0,1.7607739,0,14.092974,19.506376,0,0,0,0,1186.1508,0,2.1390076,2.389688,899.7323,10.120436,2.1624863,8.073756,385.09372,0,48.29431,16.033092,121.192505,440.53073,10.621561,29.98403,54.566875,9.245874,4.880533,4.0392027,146.97177,6.4750943,7.9045844,11.1533785,5.971074,4.351221,140.0901,34.76602,11.834082,67.40042,2.6198616,4.7391157,9.657635,3.0705109,15.488552,87.37915,42.765076,372.07556,103.96001
383,287.9611558,2.0411835,153.60022,98.54314,117.18804,206.19055,64.89452,76.1778,137.17978,51.030178,154.99515,98.12686,40.88505,86.780235,68.491325,100.204994,43.840538,87.15574,55.241714,18.434664,17.268974,16.082458,50.94786,11.006626,39.117443,25.082542,58.823498,64.83274,46.884655,36.49136,79.07555,51.214832,8.866476,31.687317,31.43797,22.622799,14.579817,46.892845,22.170458,14.494232,10.636318,34.2082,45.36852,274.86346,252.43718,136.0187,160.57121,62.544716,115.34312,87.326866,0,292.48212,319.9257,28.023659,49.39088,147.98032,78.67222,16.027287,0,37.14093,22.615587,35.20059,14.237821,61.71332,58.74518,42.520065,45.07239,187.36024,402.48026,1617.307,570.14136,75.6174,1108.9553,435.64526,416.11993,1220.8088,214.71945,386.01175,61.826153,191.8465,384.7851,353.5598,234.49617,334.17227,70.582794,462.90427,162.11575,642.4541
384,117.0200811,2.0383072,1141.3496,2678.947,3072.8577,1544.6869,2341.656,2935.9453,1941.7719,2213.9224,2680.5308,2667.3533,2706.7495,1222.9048,1280.572,1416.7012,2892.6384,1208.5427,2048.1802,2026.5477,930.3817,2247.3997,1018.28754,1514.282,1576.3967,2187.1506,830.5246,1438.3738,2205.8743,2158.4163,2906.2124,3066.6648,758.12317,780.8579,1096.2683,1063.0471,1039.3595,1575.3353,1348.0977,988.69464,1008.02313,1673.5116,1177.9366,2516.4707,2508.2651,1120.5642,1023.8632,1501.6527,1204.3965,2206.39,37.839684,2444.182,2487.268,2167.4033,959.4227,1122.7815,1246.3578,944.8222,47.702507,1190.7913,1116.5703,803.06757,912.51196,974.8828,866.01434,1200.5286,1433.7079,2605.2864,2620.4365,4257.354,5074.2266,1068.7903,6309.282,7617.5034,8059.879,4016.6072,3316.2,7201.059,3451.9697,3660.4333,8358.068,6489.24,3809.1975,6612.5264,5302.893,8387.614,3627.0813,8504.864
385,267.9008103,2.0538783,100.78012,223.02756,84.19439,133.6598,229.63744,64.6402,29.275055,213.83871,297.68286,277.65933,36.050014,34.863895,24.259998,39.403713,79.34814,70.61904,108.23282,91.87113,3.8317373,6.031677,8.432564,75.165436,59.887333,10.983431,6.7956324,9.240576,6.5494547,13.044237,5.7817965,16.624483,4.174515,1.8439708,5.8139334,2.6072793,3.1719882,9.473384,2.5628538,0,0,5.6475415,1.8774004,7.528323,36.374107,4.143632,7.701416,2.2640994,4.428833,11.304683,0,24.07901,17.374279,30.694754,35.469543,9.619276,84.51224,42.525253,0,48.90609,13.570938,16.59032,44.534267,32.23299,32.790115,23.752272,24.663868,8.317055,21.26292,2.1750033,15.641047,28.617289,12.812853,18.248028,16.512741,3.0823512,2.3400235,28.027138,1.8665857,42.323483,9.045837,7.900887,65.49176,35.51161,3.7779322,22.807903,3.1403425,20.692154
386,336.9567383,2.0616577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0567293,0,1.8302755,0,0,0,0,0,0,0,0,0,0,0,0,0,1.726675,0,0,0,0,0,0,0,0,0,0,0,0,0,2.089248,2.389688,0,0,0,2.2098033,0,0,2.880093,2.535069,0,0,2.9308486,1.7713981,1.9357452,3.1354737,25.831417,32.734253,65.15817,88.19246,2.6097994,1454.752,25.618454,56.086052,41.872288,43.501713,25.736712,41.711174,16.12199,116.56559,56.711704,18.541073,20.26471,222.79024,847.40155,229.21986,761.626
