Feature_ID	NPC_pathway	NPC_pathway_Probability	NPC_superclass	NPC_superclass_Probability	NPC_class	NPC_class_Probability
Feature1484	Amino acids and Peptides	0.749105871	Small peptides	0.729584217	Tripeptides	0.72101146
Feature1675	Amino acids and Peptides	0.541733384	Small peptides	0.615771174	Tripeptides	0.505288422
Feature1833	Amino acids and Peptides	0.674184024	Small peptides	0.676860273	Tripeptides	0.702478349
Feature1964	Amino acids and Peptides	0.637082994	Small peptides	0.716426492	Tripeptides	0.70720309
Feature2377	Amino acids and Peptides	0.611118257	Small peptides	0.728712559	Tripeptides	0.667209089
Feature114	Amino acids and Peptides	0.238730833	Small peptides	0.572560847	Tripeptides	0.516611814
Feature122	Amino acids and Peptides	0.562235236	Small peptides	0.681646168	Tripeptides	0.577154517
Feature181	Amino acids and Peptides	0.964247286	Small peptides	0.96635288	Tripeptides	0.885345519
Feature283	Amino acids and Peptides	0.946689725	Small peptides	0.963095486	Tripeptides	0.834710598
Feature284	Amino acids and Peptides	0.382458121	Small peptides	0.704311013	Tripeptides	0.663502634
Feature483	Amino acids and Peptides	0.765123963	Small peptides	0.874731243	Tripeptides	0.651187241
Feature582	Amino acids and Peptides	0.832198441	Small peptides	0.914509594	Tripeptides	0.616831005
Feature763	Amino acids and Peptides	0.74036938	Small peptides	0.754195988	Tripeptides	0.686836004
Feature828	Amino acids and Peptides	0.535125375	Small peptides	0.504693508	Tripeptides	0.192521259
Feature878	Amino acids and Peptides	0.434014201	Small peptides	0.39459157	Tripeptides	0.375174344
Feature969	Amino acids and Peptides	0.613760769	Small peptides	0.64716959	Tripeptides	0.587352633
Feature970	Carbohydrates	0.712786734	Nucleosides	0.549117565	Tripeptides	0.289376199
Feature994	Amino acids and Peptides	0.600307047	Nucleosides	0.4669348	Tripeptides	0.473423719
Feature1008	Amino acids and Peptides	0.757552028	Small peptides	0.871948838	Tripeptides	0.783001304
Feature1016	Amino acids and Peptides	0.683124542	ÃŽÂ²-lactams	0.541864514	Tripeptides	0.50255698
Feature1031	Amino acids and Peptides	0.554575562	Small peptides	0.680298746	Tripeptides	0.593652189
Feature1075	Amino acids and Peptides	0.924535155	Small peptides	0.924062788	Tripeptides	0.858707607
Feature1095	Amino acids and Peptides	0.692443371	Small peptides	0.663878679	Tripeptides	0.639938831
Feature1184	Amino acids and Peptides	0.712651908	Small peptides	0.7643435	Tripeptides	0.684140086
Feature1199	Amino acids and Peptides	0.591484189	Small peptides	0.569364607	Tripeptides	0.514174819
Feature1208	Amino acids and Peptides	0.600027382	Small peptides	0.597823858	Tripeptides	0.536615849
Feature1213	Amino acids and Peptides	0.47600919	Small peptides	0.559564352	Tripeptides	0.415610641
Feature1240	Amino acids and Peptides	0.720001817	Small peptides	0.641484857	Tripeptides	0.673376501
Feature1253	Alkaloids	0.591617227	Small peptides	0.237633258	Tripeptides	0.507895768
Feature1255	Amino acids and Peptides	0.754230261	Small peptides	0.703331113	Tripeptides	0.529266953
Feature1306	Carbohydrates	0.558864594	Nucleosides	0.496123552	Tripeptides	0.224441677
Feature1320	Amino acids and Peptides	0.738010347	Small peptides	0.484482825	Tripeptides	0.530675828
Feature1329	Amino acids and Peptides	0.821682215	Small peptides	0.677981675	Tripeptides	0.690699995
Feature1348	Amino acids and Peptides	0.636205673	Nucleosides	0.476605862	Tripeptides	0.476171136
Feature1356	Amino acids and Peptides	0.752298117	Small peptides	0.590610445	Tripeptides	0.609964371
Feature1383	Amino acids and Peptides	0.676715791	Small peptides	0.681989074	Tripeptides	0.60731262
Feature1406	Amino acids and Peptides	0.601956308	Small peptides	0.669115424	Tripeptides	0.751779497
Feature1430	Amino acids and Peptides	0.737276733	Oligopeptides	0.268945247	Tripeptides	0.449034423
Feature1456	Amino acids and Peptides	0.675283909	Small peptides	0.689409494	Tripeptides	0.637326241
Feature1474	Amino acids and Peptides	0.810174882	Small peptides	0.430772066	Tripeptides	0.540833473
Feature1493	Amino acids and Peptides	0.802941382	Small peptides	0.742506325	Tripeptides	0.659083247
Feature1533	Amino acids and Peptides	0.770640016	Small peptides	0.551219761	Tripeptides	0.583047867
Feature1542	Amino acids and Peptides	0.633096278	Small peptides	0.298291624	Tripeptides	0.319685191
Feature1601	Amino acids and Peptides	0.63667953	Small peptides	0.639079452	Tripeptides	0.591763556
Feature1729	Amino acids and Peptides	0.511047959	Small peptides	0.625300169	Tripeptides	0.592047155
Feature1753	Amino acids and Peptides	0.434179068	Small peptides	0.430416614	Tripeptides	0.236916155
Feature1801	Amino acids and Peptides	0.729379714	Small peptides	0.668301702	Tripeptides	0.67629391
Feature1852	Amino acids and Peptides	0.716318369	Small peptides	0.571427047	Tripeptides	0.615120173
Feature2006	Amino acids and Peptides	0.746985793	Small peptides	0.823561072	Tripeptides	0.783029377
Feature2065	Amino acids and Peptides	0.787122011	Small peptides	0.743078768	Tripeptides	0.694426239
Feature2125	Alkaloids	0.510165691	Small peptides	0.488251954	Tripeptides	0.259063274
Feature2171	Amino acids and Peptides	0.868686438	Small peptides	0.77195853	Tripeptides	0.678794742
Feature2281	Carbohydrates	0.613921225	Small peptides	0.510607064	Tripeptides	0.413555056
Feature2725	Amino acids and Peptides	0.604380786	Small peptides	0.510836482	Tripeptides	0.54520005
Feature3054	Amino acids and Peptides	0.752920568	Small peptides	0.471492767	Tripeptides	0.267996222
Feature3060	Amino acids and Peptides	0.600174367	Small peptides	0.573824167	Tripeptides	0.562326133
Feature3065	Amino acids and Peptides	0.707085311	Small peptides	0.855907738	Tripeptides	0.722945035
Feature3516	Amino acids and Peptides	0.668804705	Small peptides	0.765688062	Tripeptides	0.634905159
Feature2266	Alkaloids	0.794886649	Tryptophan alkaloids	0.489897668	Tropane alkaloids	0.103840575
Feature70	unknown	unknown	unknown	unknown	unknown	unknown
Feature109	unknown	unknown	unknown	unknown	unknown	unknown
Feature116	unknown	unknown	unknown	unknown	unknown	unknown
Feature126	unknown	unknown	unknown	unknown	unknown	unknown
Feature131	unknown	unknown	unknown	unknown	unknown	unknown
Feature133	unknown	unknown	unknown	unknown	unknown	unknown
Feature149	unknown	unknown	unknown	unknown	unknown	unknown
Feature154	unknown	unknown	unknown	unknown	unknown	unknown
Feature155	unknown	unknown	unknown	unknown	unknown	unknown
Feature158	unknown	unknown	unknown	unknown	unknown	unknown
Feature160	unknown	unknown	unknown	unknown	unknown	unknown
Feature182	unknown	unknown	unknown	unknown	unknown	unknown
Feature188	unknown	unknown	unknown	unknown	unknown	unknown
Feature191	unknown	unknown	unknown	unknown	unknown	unknown
Feature202	unknown	unknown	unknown	unknown	unknown	unknown
Feature207	unknown	unknown	unknown	unknown	unknown	unknown
Feature221	unknown	unknown	unknown	unknown	unknown	unknown
Feature230	unknown	unknown	unknown	unknown	unknown	unknown
Feature231	unknown	unknown	unknown	unknown	unknown	unknown
Feature233	unknown	unknown	unknown	unknown	unknown	unknown
Feature236	unknown	unknown	unknown	unknown	unknown	unknown
Feature242	unknown	unknown	unknown	unknown	unknown	unknown
Feature249	unknown	unknown	unknown	unknown	unknown	unknown
Feature253	unknown	unknown	unknown	unknown	unknown	unknown
Feature315	unknown	unknown	unknown	unknown	unknown	unknown
Feature388	unknown	unknown	unknown	unknown	unknown	unknown
Feature424	unknown	unknown	unknown	unknown	unknown	unknown
Feature439	unknown	unknown	unknown	unknown	unknown	unknown
Feature520	unknown	unknown	unknown	unknown	unknown	unknown
Feature536	unknown	unknown	unknown	unknown	unknown	unknown
Feature565	unknown	unknown	unknown	unknown	unknown	unknown
Feature626	unknown	unknown	unknown	unknown	unknown	unknown
Feature663	unknown	unknown	unknown	unknown	unknown	unknown
Feature675	unknown	unknown	unknown	unknown	unknown	unknown
Feature702	unknown	unknown	unknown	unknown	unknown	unknown
Feature715	unknown	unknown	unknown	unknown	unknown	unknown
Feature846	unknown	unknown	unknown	unknown	unknown	unknown
Feature880	unknown	unknown	unknown	unknown	unknown	unknown
Feature905	unknown	unknown	unknown	unknown	unknown	unknown
Feature1133	unknown	unknown	unknown	unknown	unknown	unknown
Feature1501	unknown	unknown	unknown	unknown	unknown	unknown
Feature1752	unknown	unknown	unknown	unknown	unknown	unknown
Feature1922	unknown	unknown	unknown	unknown	unknown	unknown
Feature2041	unknown	unknown	unknown	unknown	unknown	unknown
Feature2081	unknown	unknown	unknown	unknown	unknown	unknown
Feature2325	unknown	unknown	unknown	unknown	unknown	unknown
Feature2326	unknown	unknown	unknown	unknown	unknown	unknown
Feature2477	unknown	unknown	unknown	unknown	unknown	unknown
Feature2511	unknown	unknown	unknown	unknown	unknown	unknown
Feature2512	unknown	unknown	unknown	unknown	unknown	unknown
Feature2538	unknown	unknown	unknown	unknown	unknown	unknown
Feature2604	unknown	unknown	unknown	unknown	unknown	unknown
Feature2654	unknown	unknown	unknown	unknown	unknown	unknown
Feature2857	unknown	unknown	unknown	unknown	unknown	unknown
Feature2898	unknown	unknown	unknown	unknown	unknown	unknown
Feature3019	unknown	unknown	unknown	unknown	unknown	unknown
Feature3043	unknown	unknown	unknown	unknown	unknown	unknown
Feature3220	unknown	unknown	unknown	unknown	unknown	unknown
Feature87	unknown	unknown	unknown	unknown	unknown	unknown
Feature143	unknown	unknown	unknown	unknown	unknown	unknown
Feature227	unknown	unknown	unknown	unknown	unknown	unknown
Feature234	unknown	unknown	unknown	unknown	unknown	unknown
Feature271	unknown	unknown	unknown	unknown	unknown	unknown
Feature307	unknown	unknown	unknown	unknown	unknown	unknown
Feature312	unknown	unknown	unknown	unknown	unknown	unknown
Feature317	unknown	unknown	unknown	unknown	unknown	unknown
Feature325	unknown	unknown	unknown	unknown	unknown	unknown
Feature338	unknown	unknown	unknown	unknown	unknown	unknown
Feature340	unknown	unknown	unknown	unknown	unknown	unknown
Feature365	unknown	unknown	unknown	unknown	unknown	unknown
Feature384	unknown	unknown	unknown	unknown	unknown	unknown
Feature389	unknown	unknown	unknown	unknown	unknown	unknown
Feature409	unknown	unknown	unknown	unknown	unknown	unknown
Feature458	unknown	unknown	unknown	unknown	unknown	unknown
Feature460	unknown	unknown	unknown	unknown	unknown	unknown
Feature463	unknown	unknown	unknown	unknown	unknown	unknown
Feature470	unknown	unknown	unknown	unknown	unknown	unknown
Feature525	unknown	unknown	unknown	unknown	unknown	unknown
Feature526	unknown	unknown	unknown	unknown	unknown	unknown
Feature527	unknown	unknown	unknown	unknown	unknown	unknown
Feature541	unknown	unknown	unknown	unknown	unknown	unknown
Feature580	unknown	unknown	unknown	unknown	unknown	unknown
Feature598	unknown	unknown	unknown	unknown	unknown	unknown
Feature618	unknown	unknown	unknown	unknown	unknown	unknown
Feature635	unknown	unknown	unknown	unknown	unknown	unknown
Feature639	unknown	unknown	unknown	unknown	unknown	unknown
Feature642	unknown	unknown	unknown	unknown	unknown	unknown
Feature643	unknown	unknown	unknown	unknown	unknown	unknown
Feature648	unknown	unknown	unknown	unknown	unknown	unknown
Feature666	unknown	unknown	unknown	unknown	unknown	unknown
Feature688	unknown	unknown	unknown	unknown	unknown	unknown
Feature722	unknown	unknown	unknown	unknown	unknown	unknown
Feature730	unknown	unknown	unknown	unknown	unknown	unknown
Feature766	unknown	unknown	unknown	unknown	unknown	unknown
Feature817	unknown	unknown	unknown	unknown	unknown	unknown
Feature876	unknown	unknown	unknown	unknown	unknown	unknown
Feature888	unknown	unknown	unknown	unknown	unknown	unknown
Feature908	unknown	unknown	unknown	unknown	unknown	unknown
Feature915	unknown	unknown	unknown	unknown	unknown	unknown
Feature918	unknown	unknown	unknown	unknown	unknown	unknown
Feature927	unknown	unknown	unknown	unknown	unknown	unknown
Feature932	unknown	unknown	unknown	unknown	unknown	unknown
Feature1059	unknown	unknown	unknown	unknown	unknown	unknown
Feature1085	unknown	unknown	unknown	unknown	unknown	unknown
Feature1086	unknown	unknown	unknown	unknown	unknown	unknown
Feature1101	unknown	unknown	unknown	unknown	unknown	unknown
Feature1151	unknown	unknown	unknown	unknown	unknown	unknown
Feature1157	unknown	unknown	unknown	unknown	unknown	unknown
Feature1274	unknown	unknown	unknown	unknown	unknown	unknown
Feature1325	unknown	unknown	unknown	unknown	unknown	unknown
Feature1335	unknown	unknown	unknown	unknown	unknown	unknown
Feature1358	unknown	unknown	unknown	unknown	unknown	unknown
Feature1494	unknown	unknown	unknown	unknown	unknown	unknown
Feature1607	unknown	unknown	unknown	unknown	unknown	unknown
Feature1654	unknown	unknown	unknown	unknown	unknown	unknown
Feature1673	unknown	unknown	unknown	unknown	unknown	unknown
Feature1786	unknown	unknown	unknown	unknown	unknown	unknown
Feature1808	unknown	unknown	unknown	unknown	unknown	unknown
Feature1861	unknown	unknown	unknown	unknown	unknown	unknown
Feature1945	unknown	unknown	unknown	unknown	unknown	unknown
Feature2106	unknown	unknown	unknown	unknown	unknown	unknown
Feature2120	unknown	unknown	unknown	unknown	unknown	unknown
Feature2205	unknown	unknown	unknown	unknown	unknown	unknown
Feature2283	unknown	unknown	unknown	unknown	unknown	unknown
Feature2370	unknown	unknown	unknown	unknown	unknown	unknown
Feature2371	unknown	unknown	unknown	unknown	unknown	unknown
Feature2381	unknown	unknown	unknown	unknown	unknown	unknown
Feature2383	unknown	unknown	unknown	unknown	unknown	unknown
Feature2459	unknown	unknown	unknown	unknown	unknown	unknown
Feature2514	unknown	unknown	unknown	unknown	unknown	unknown
Feature2761	unknown	unknown	unknown	unknown	unknown	unknown
Feature2853	unknown	unknown	unknown	unknown	unknown	unknown
Feature3024	unknown	unknown	unknown	unknown	unknown	unknown
Feature3089	unknown	unknown	unknown	unknown	unknown	unknown
Feature3171	unknown	unknown	unknown	unknown	unknown	unknown
Feature3342	unknown	unknown	unknown	unknown	unknown	unknown
Feature3380	unknown	unknown	unknown	unknown	unknown	unknown
Feature123	unknown	unknown	unknown	unknown	unknown	unknown
Feature132	unknown	unknown	unknown	unknown	unknown	unknown
Feature250	unknown	unknown	unknown	unknown	unknown	unknown
Feature1407	unknown	unknown	unknown	unknown	unknown	unknown
Feature1715	unknown	unknown	unknown	unknown	unknown	unknown
Feature190	unknown	unknown	unknown	unknown	unknown	unknown
Feature255	unknown	unknown	unknown	unknown	unknown	unknown
Feature260	unknown	unknown	unknown	unknown	unknown	unknown
Feature262	unknown	unknown	unknown	unknown	unknown	unknown
Feature286	unknown	unknown	unknown	unknown	unknown	unknown
Feature290	unknown	unknown	unknown	unknown	unknown	unknown
Feature329	unknown	unknown	unknown	unknown	unknown	unknown
Feature387	unknown	unknown	unknown	unknown	unknown	unknown
Feature391	unknown	unknown	unknown	unknown	unknown	unknown
Feature395	unknown	unknown	unknown	unknown	unknown	unknown
Feature404	unknown	unknown	unknown	unknown	unknown	unknown
Feature405	unknown	unknown	unknown	unknown	unknown	unknown
Feature425	unknown	unknown	unknown	unknown	unknown	unknown
Feature451	unknown	unknown	unknown	unknown	unknown	unknown
Feature452	unknown	unknown	unknown	unknown	unknown	unknown
Feature514	unknown	unknown	unknown	unknown	unknown	unknown
Feature517	unknown	unknown	unknown	unknown	unknown	unknown
Feature597	unknown	unknown	unknown	unknown	unknown	unknown
Feature608	unknown	unknown	unknown	unknown	unknown	unknown
Feature904	unknown	unknown	unknown	unknown	unknown	unknown
Feature916	unknown	unknown	unknown	unknown	unknown	unknown
Feature1025	unknown	unknown	unknown	unknown	unknown	unknown
Feature1087	unknown	unknown	unknown	unknown	unknown	unknown
Feature1202	unknown	unknown	unknown	unknown	unknown	unknown
Feature1223	unknown	unknown	unknown	unknown	unknown	unknown
Feature1241	unknown	unknown	unknown	unknown	unknown	unknown
Feature1294	unknown	unknown	unknown	unknown	unknown	unknown
Feature1324	unknown	unknown	unknown	unknown	unknown	unknown
Feature1332	unknown	unknown	unknown	unknown	unknown	unknown
Feature1379	unknown	unknown	unknown	unknown	unknown	unknown
Feature1447	unknown	unknown	unknown	unknown	unknown	unknown
Feature1481	unknown	unknown	unknown	unknown	unknown	unknown
Feature1515	unknown	unknown	unknown	unknown	unknown	unknown
Feature1519	unknown	unknown	unknown	unknown	unknown	unknown
Feature1525	unknown	unknown	unknown	unknown	unknown	unknown
Feature1534	unknown	unknown	unknown	unknown	unknown	unknown
Feature1543	unknown	unknown	unknown	unknown	unknown	unknown
Feature1546	unknown	unknown	unknown	unknown	unknown	unknown
Feature1564	unknown	unknown	unknown	unknown	unknown	unknown
Feature1578	unknown	unknown	unknown	unknown	unknown	unknown
Feature1598	unknown	unknown	unknown	unknown	unknown	unknown
Feature1622	unknown	unknown	unknown	unknown	unknown	unknown
Feature2225	unknown	unknown	unknown	unknown	unknown	unknown
Feature2239	unknown	unknown	unknown	unknown	unknown	unknown
Feature2243	unknown	unknown	unknown	unknown	unknown	unknown
Feature2256	unknown	unknown	unknown	unknown	unknown	unknown
Feature2305	unknown	unknown	unknown	unknown	unknown	unknown
Feature2671	unknown	unknown	unknown	unknown	unknown	unknown
Feature2861	unknown	unknown	unknown	unknown	unknown	unknown
Feature2872	unknown	unknown	unknown	unknown	unknown	unknown
Feature2876	unknown	unknown	unknown	unknown	unknown	unknown
Feature3079	unknown	unknown	unknown	unknown	unknown	unknown
Feature3085	unknown	unknown	unknown	unknown	unknown	unknown
Feature3183	unknown	unknown	unknown	unknown	unknown	unknown
Feature3483	unknown	unknown	unknown	unknown	unknown	unknown
Feature2029	Fatty acids	0.510293663	Fatty Acids and Conjugates	0.519761801	Unsaturated fatty acids	0.410645783
Feature2603	Fatty acids	0.568987072	Fatty Acids and Conjugates	0.647551119	Unsaturated fatty acids	0.762911797
Feature3467	Fatty acids	0.876393139	Fatty Acids and Conjugates	0.646640003	Unsaturated fatty acids	0.673382699
Feature1744	Fatty acids	0.561550498	Fatty Acids and Conjugates	0.614324987	Unsaturated fatty acids	0.575638711
Feature2110	Fatty acids	0.793933928	Fatty Acids and Conjugates	0.874472916	Unsaturated fatty acids	0.933505177
Feature2160	Fatty acids	0.752769947	Fatty Acids and Conjugates	0.795986295	Unsaturated fatty acids	0.676420391
Feature2207	Fatty acids	0.851655364	Fatty Acids and Conjugates	0.865313053	Unsaturated fatty acids	0.750767946
Feature2245	Fatty acids	0.755703211	Fatty Acids and Conjugates	0.818321168	Unsaturated fatty acids	0.921632826
Feature2428	Fatty acids	0.778302848	Fatty Acids and Conjugates	0.825533569	Unsaturated fatty acids	0.92006731
Feature2432	Fatty acids	0.782779217	Fatty Acids and Conjugates	0.706184566	Unsaturated fatty acids	0.874711215
Feature2651	Fatty acids	0.663695514	Fatty Acids and Conjugates	0.583156586	Unsaturated fatty acids	0.740474403
Feature2746	Fatty acids	0.769307256	Fatty Acids and Conjugates	0.736090481	Unsaturated fatty acids	0.874549329
Feature2820	Terpenoids	0.570408702	Sesquiterpenoids	0.445106417	Unsaturated fatty acids	0.304727435
Feature3318	Fatty acids	0.69240427	Fatty Acids and Conjugates	0.720962584	Unsaturated fatty acids	0.864202678
Feature474	Fatty acids	0.417853266	Small peptides	0.307982653	Wax monoesters	0.343631864
Feature1597	Fatty acids	0.612376153	Fatty Acids and Conjugates	0.380703181	Wax monoesters	0.331510186
