Feature_ID	NPC_pathway	NPC_pathway_Probability	NPC_superclass	NPC_superclass_Probability	NPC_class	NPC_class_Probability
Feature1504	Amino acids and Peptides	0.500123739	Oligopeptides	0.374126375	Cyclic peptides	0.300343245
Feature1530	Amino acids and Peptides	0.879947007	Oligopeptides	0.863603115	Cyclic peptides	0.922209978
Feature1548	Amino acids and Peptides	0.61883527	Small peptides	0.523544073	Cyclic peptides	0.529219449
Feature1600	Amino acids and Peptides	0.616655886	Oligopeptides	0.545192361	Cyclic peptides	0.693900466
Feature1610	Amino acids and Peptides	0.746126592	Oligopeptides	0.755659163	Cyclic peptides	0.777280331
Feature1655	Amino acids and Peptides	0.776396811	Oligopeptides	0.702172637	Cyclic peptides	0.742397726
Feature1690	Amino acids and Peptides	0.655685484	Oligopeptides	0.569959521	Cyclic peptides	0.70838362
Feature1766	Amino acids and Peptides	0.721661389	Oligopeptides	0.686281145	Cyclic peptides	0.796541989
Feature1859	Amino acids and Peptides	0.747533441	Small peptides	0.594889581	Cyclic peptides	0.548675895
Feature2009	Amino acids and Peptides	0.871954262	Oligopeptides	0.891197979	Cyclic peptides	0.892454922
Feature2025	Amino acids and Peptides	0.779413402	Oligopeptides	0.778294981	Cyclic peptides	0.843173623
Feature2100	Amino acids and Peptides	0.87481463	Oligopeptides	0.872357607	Cyclic peptides	0.870315909
Feature2190	Amino acids and Peptides	0.91671443	Oligopeptides	0.970321715	Cyclic peptides	0.959462881
Feature2392	Amino acids and Peptides	0.690516353	Oligopeptides	0.692878246	Cyclic peptides	0.798182368
Feature2412	Polyketides	0.677792907	Macrolides	0.489562988	Cyclic peptides	0.550266862
Feature2422	Amino acids and Peptides	0.866850019	Oligopeptides	0.84064734	Cyclic peptides	0.867492497
Feature2501	Amino acids and Peptides	0.85030663	Oligopeptides	0.857215703	Cyclic peptides	0.855837643
Feature2644	Amino acids and Peptides	0.882894635	Oligopeptides	0.896332383	Cyclic peptides	0.924860716
Feature2655	Amino acids and Peptides	0.836704969	Oligopeptides	0.906361163	Cyclic peptides	0.926149666
Feature2678	Amino acids and Peptides	0.807580173	Oligopeptides	0.70319593	Cyclic peptides	0.584002972
Feature2721	Amino acids and Peptides	0.649438918	Oligopeptides	0.656047642	Cyclic peptides	0.750886559
Feature2729	Amino acids and Peptides	0.7469998	Oligopeptides	0.597252011	Cyclic peptides	0.502308786
Feature2733	Amino acids and Peptides	0.865644693	Oligopeptides	0.872508943	Cyclic peptides	0.827222526
Feature2817	Amino acids and Peptides	0.701141357	Oligopeptides	0.624133825	Cyclic peptides	0.619093895
Feature2847	Amino acids and Peptides	0.880705297	Oligopeptides	0.861538112	Cyclic peptides	0.886551023
Feature3066	Amino acids and Peptides	0.858500481	Oligopeptides	0.697468042	Cyclic peptides	0.420610726
Feature3094	Amino acids and Peptides	0.717279375	Oligopeptides	0.686972678	Cyclic peptides	0.74031204
Feature3111	Amino acids and Peptides	0.689712524	Oligopeptides	0.389800698	Cyclic peptides	0.296579182
Feature3478	Amino acids and Peptides	0.88424325	Oligopeptides	0.734626114	Cyclic peptides	0.770619214
Feature3479	Amino acids and Peptides	0.748384178	Oligopeptides	0.695598483	Cyclic peptides	0.804787517
Feature3526	Amino acids and Peptides	0.734057009	Oligopeptides	0.445007741	Cyclic peptides	0.20137395
Feature220	Carbohydrates	0.691173017	Saccharides	0.438638747	Cyclitols	0.324519396
Feature2997	Terpenoids	0.620931387	Sesquiterpenoids	0.611433327	Cyclonerane sesquiterpenoids	0.313773364
Feature3500	Fatty acids	0.538444877	Fatty Acids and Conjugates	0.509784997	Cyclonerane sesquiterpenoids	0.298022449
Feature1116	Polyketides	0.624857545	Aromatic polyketides	0.630378187	Depsides	0.830161512
Feature646	Polyketides	0.648274839	Aromatic polyketides	0.839550912	Depsidones	0.817281306
Feature1645	Fatty acids	0.582715392	Fatty Acids and Conjugates	0.726540625	Dicarboxylic acids	0.499649167
Feature1848	Fatty acids	0.605168641	Fatty Acids and Conjugates	0.662674904	Dicarboxylic acids	0.66659981
Feature2273	Fatty acids	0.705936372	Fatty Acids and Conjugates	0.840882421	Dicarboxylic acids	0.689513981
Feature3224	Fatty acids	0.860839486	Fatty Acids and Conjugates	0.789496601	Dicarboxylic acids	0.707533121
Feature695	Fatty acids	0.572336674	Fatty Acids and Conjugates	0.664867818	Dicarboxylic acids	0.531914711
Feature837	Fatty acids	0.804324031	Fatty Acids and Conjugates	0.858682454	Dicarboxylic acids	0.804276764
Feature1626	Fatty acids	0.413382202	Fatty Acids and Conjugates	0.482941389	Dicarboxylic acids	0.305300474
Feature1812	Fatty acids	0.587086141	Fatty Acids and Conjugates	0.530414939	Dicarboxylic acids	0.505507946
Feature1862	Fatty acids	0.687783837	Fatty Acids and Conjugates	0.819298148	Dicarboxylic acids	0.713579178
Feature2933	Fatty acids	0.85329473	Fatty Acids and Conjugates	0.774208784	Dicarboxylic acids	0.656602502
Feature3284	Fatty acids	0.84589237	Fatty Acids and Conjugates	0.894206822	Dicarboxylic acids	0.767228603
Feature3368	Fatty acids	0.840927124	Fatty Acids and Conjugates	0.868967593	Dicarboxylic acids	0.613348842
Feature917	Fatty acids	0.804353178	Fatty Acids and Conjugates	0.874200165	Dicarboxylic acids	0.725966513
Feature1592	Fatty acids	0.59496963	Fatty Acids and Conjugates	0.670384228	Dicarboxylic acids	0.651201546
Feature1735	Fatty acids	0.693348885	Fatty Acids and Conjugates	0.778930306	Dicarboxylic acids	0.752230465
Feature1404	Shikimates and Phenylpropanoids	0.681940913	Isoflavonoids	0.353208303	Dihydroflavonols	0.226433322
Feature208	Alkaloids	0.506847501	Small peptides	0.308471739	Dipeptides	0.266534477
Feature240	Amino acids and Peptides	0.902178705	Small peptides	0.95153749	Dipeptides	0.984533012
Feature333	Amino acids and Peptides	0.950967073	Small peptides	0.981127739	Dipeptides	0.999969602
Feature682	Amino acids and Peptides	0.693760157	Small peptides	0.650908053	Dipeptides	0.300616354
Feature710	Amino acids and Peptides	0.792892992	Small peptides	0.776080132	Dipeptides	0.494134188
Feature733	Amino acids and Peptides	0.566499949	Small peptides	0.706333399	Dipeptides	0.742012203
Feature736	Amino acids and Peptides	0.795492113	Small peptides	0.787049651	Dipeptides	0.901429176
Feature1119	Amino acids and Peptides	0.753823757	Small peptides	0.828546226	Dipeptides	0.64800024
Feature2018	Amino acids and Peptides	0.597436249	Small peptides	0.58008194	Dipeptides	0.253623396
Feature223	Amino acids and Peptides	0.83215183	Small peptides	0.908057332	Dipeptides	0.880370557
Feature475	Amino acids and Peptides	0.606257558	Small peptides	0.74233222	Dipeptides	0.911088109
Feature603	Amino acids and Peptides	0.474794596	Small peptides	0.633996725	Dipeptides	0.764313042
Feature647	Amino acids and Peptides	0.534559309	Small peptides	0.673746645	Dipeptides	0.81565392
Feature668	Amino acids and Peptides	0.52981174	Aminosugars and aminoglycosides	0.314480543	Dipeptides	0.167494357
Feature721	Amino acids and Peptides	0.955291092	Small peptides	0.985456288	Dipeptides	0.999853611
Feature786	Amino acids and Peptides	0.722891331	Small peptides	0.69193083	Dipeptides	0.835269332
Feature801	Amino acids and Peptides	0.850808084	Small peptides	0.883789957	Dipeptides	0.951919436
Feature911	Alkaloids	0.533621371	Small peptides	0.477856368	Dipeptides	0.206859931
Feature936	Amino acids and Peptides	0.573966861	Small peptides	0.412528187	Dipeptides	0.651261687
Feature937	Amino acids and Peptides	0.698567271	Small peptides	0.794506192	Dipeptides	0.96665591
Feature983	Amino acids and Peptides	0.701426685	Small peptides	0.687930584	Dipeptides	0.969875693
Feature986	Amino acids and Peptides	0.842062414	Small peptides	0.924104035	Dipeptides	0.919731379
Feature1041	Amino acids and Peptides	0.644302785	Small peptides	0.685757458	Dipeptides	0.453791678
Feature1083	Amino acids and Peptides	0.635879457	Small peptides	0.709450364	Dipeptides	0.977792621
Feature1153	Amino acids and Peptides	0.720967114	Small peptides	0.807410181	Dipeptides	0.99158293
Feature1269	Amino acids and Peptides	0.719735861	Small peptides	0.819879472	Dipeptides	0.691028059
Feature1362	Amino acids and Peptides	0.934658527	Small peptides	0.980641901	Dipeptides	0.998705626
Feature1400	Alkaloids	0.575350523	Ornithine alkaloids	0.463412672	Dipeptides	0.346960992
Feature790	Amino acids and Peptides	0.810170114	Small peptides	0.705867887	Dipeptides	0.829032362
Feature1409	Amino acids and Peptides	0.924688876	Small peptides	0.962733924	Dipeptides	0.670474648
Feature1476	Amino acids and Peptides	0.602599919	Small peptides	0.540585101	Dipeptides	0.218886182
Feature128	Amino acids and Peptides	0.746206343	Small peptides	0.860822618	Dipeptides	0.643946767
Feature764	Alkaloids	0.593858778	Lysine alkaloids	0.468911856	Dipeptides	0.148941517
Feature785	Amino acids and Peptides	0.342970639	Small peptides	0.614286304	Dipeptides	0.668183565
Feature890	Alkaloids	0.54707706	Small peptides	0.233987808	Dipeptides	0.289429188
Feature1052	Amino acids and Peptides	0.879298151	Small peptides	0.885955095	Dipeptides	0.736832738
Feature1174	Amino acids and Peptides	0.700266421	Small peptides	0.634278178	Dipeptides	0.719281077
Feature1265	Carbohydrates	0.557943523	Aminosugars and aminoglycosides	0.441553384	Dipeptides	0.302029908
Feature1703	Fatty acids	0.632827699	Small peptides	0.421228886	Dipeptides	0.220545337
Feature1929	Amino acids and Peptides	0.530053079	Small peptides	0.592526376	Dipeptides	0.315883994
Feature2411	Alkaloids	0.590833485	Peptide alkaloids	0.474165291	Dipeptides	0.295063376
Feature177	Carbohydrates	0.749933422	Saccharides	0.845924616	Disaccharides	0.920466602
Feature296	Carbohydrates	0.910990179	Saccharides	0.95548743	Disaccharides	0.96438694
Feature189	Carbohydrates	0.845603585	Saccharides	0.909725428	Disaccharides	0.9609043
Feature301	Carbohydrates	0.830679536	Saccharides	0.909063399	Disaccharides	0.896479726
Feature112	Carbohydrates	0.950452983	Saccharides	0.970958412	Disaccharides	0.970035493
Feature144	Carbohydrates	0.743539631	Saccharides	0.800563812	Disaccharides	0.735495985
Feature166	Carbohydrates	0.874037862	Saccharides	0.938797593	Disaccharides	0.955213845
Feature179	Carbohydrates	0.599425256	Saccharides	0.722076893	Disaccharides	0.609724164
Feature2028	Alkaloids	0.82887274	Tryptophan alkaloids	0.674575627	Ergot alkaloids	0.246663839
Feature3173	Polyketides	0.547078729	Macrolides	0.576256633	Erythromycins	0.713094592
Feature2470	Terpenoids	0.623966634	Sesquiterpenoids	0.483408332	Eudesmane sesquiterpenoids	0.18638581
Feature3670	Fatty acids	0.762016654	Fatty esters	0.723931849	Fatty acyl carnitines	0.85590899
Feature868	Amino acids and Peptides	0.520800769	Small peptides	0.337600231	Fatty acyl carnitines	0.20173578
Feature939	Fatty acids	0.54950428	Fatty esters	0.186589077	Fatty acyl carnitines	0.195904955
Feature69	Fatty acids	0.894684434	Fatty esters	0.965400577	Fatty acyl CoAs	0.953453422
Feature163	Fatty acids	0.766926765	Fatty esters	0.907604575	Fatty acyl CoAs	0.920345008
Feature2502	Carbohydrates	0.543450236	Saccharides	0.468941003	Fatty acyl glycosides of mono- and disaccharides	0.279239416
Feature872	Fatty acids	0.586934626	Fatty acyl glycosides	0.441445798	Fatty acyl glycosides of mono- and disaccharides	0.278208554
Feature1053	Fatty acids	0.575157046	Fatty acyl glycosides	0.630869627	Fatty acyl glycosides of mono- and disaccharides	0.524047852
Feature1135	Fatty acids	0.622797072	Fatty acyl glycosides	0.694599032	Fatty acyl glycosides of mono- and disaccharides	0.677409351
Feature1249	Fatty acids	0.51604563	Fatty acyl glycosides	0.501909256	Fatty acyl glycosides of mono- and disaccharides	0.435079873
Feature1314	Fatty acids	0.607738197	Fatty acyl glycosides	0.579610825	Fatty acyl glycosides of mono- and disaccharides	0.532357931
Feature1401	Fatty acids	0.709485412	Fatty acyl glycosides	0.645746469	Fatty acyl glycosides of mono- and disaccharides	0.546335518
Feature1470	Fatty acids	0.625444055	Fatty acyl glycosides	0.523885071	Fatty acyl glycosides of mono- and disaccharides	0.314812988
Feature1646	Fatty acids	0.630785704	Fatty acyl glycosides	0.651095271	Fatty acyl glycosides of mono- and disaccharides	0.359546006
Feature1825	Polyketides	0.542756975	Linear polyketides	0.586643338	Fatty acyl glycosides of mono- and disaccharides	0.369645715
Feature1838	Fatty acids	0.687498808	Fatty acyl glycosides	0.721321225	Fatty acyl glycosides of mono- and disaccharides	0.624293685
Feature1867	Fatty acids	0.540810406	Glycerolipids	0.432346106	Fatty acyl glycosides of mono- and disaccharides	0.2796987
Feature1931	Fatty acids	0.590872169	Fatty acyl glycosides	0.416861206	Fatty acyl glycosides of mono- and disaccharides	0.280814171
Feature1935	Fatty acids	0.57880789	Fatty acyl glycosides	0.508175254	Fatty acyl glycosides of mono- and disaccharides	0.258605838
Feature1966	Fatty acids	0.789767861	Fatty acyl glycosides	0.861939132	Fatty acyl glycosides of mono- and disaccharides	0.516551912
Feature1992	Fatty acids	0.683751047	Fatty acyl glycosides	0.68356216	Fatty acyl glycosides of mono- and disaccharides	0.513153613
Feature2057	Terpenoids	0.460249871	Linear polyketides	0.440256089	Fatty acyl glycosides of mono- and disaccharides	0.290199429
Feature2062	Fatty acids	0.592266023	Fatty acyl glycosides	0.746637106	Fatty acyl glycosides of mono- and disaccharides	0.439957857
Feature2118	Fatty acids	0.566949248	Fatty acyl glycosides	0.692670643	Fatty acyl glycosides of mono- and disaccharides	0.42899406
Feature2121	Fatty acids	0.518945158	Glycerolipids	0.456572473	Fatty acyl glycosides of mono- and disaccharides	0.297670662
Feature2152	Fatty acids	0.589746356	Linear polyketides	0.457955658	Fatty acyl glycosides of mono- and disaccharides	0.309633851
Feature2209	Fatty acids	0.585130095	Fatty acyl glycosides	0.468816727	Fatty acyl glycosides of mono- and disaccharides	0.282950759
Feature2339	Fatty acids	0.543403745	Fatty acyl glycosides	0.454119593	Fatty acyl glycosides of mono- and disaccharides	0.308608413
Feature2362	Fatty acids	0.711141169	Fatty acyl glycosides	0.701319695	Fatty acyl glycosides of mono- and disaccharides	0.33548376
Feature2423	Fatty acids	0.624838889	Fatty acyl glycosides	0.671007752	Fatty acyl glycosides of mono- and disaccharides	0.513467669
Feature2804	Fatty acids	0.59991467	Fatty acyl glycosides	0.684663475	Fatty acyl glycosides of mono- and disaccharides	0.402631015
Feature2833	Fatty acids	0.631961703	Fatty acyl glycosides	0.785921216	Fatty acyl glycosides of mono- and disaccharides	0.514781237
Feature3521	Fatty acids	0.637247741	Fatty acyl glycosides	0.742386222	Fatty acyl glycosides of mono- and disaccharides	0.662400305
Feature3532	Fatty acids	0.859233141	Fatty acyl glycosides	0.939775586	Fatty acyl glycosides of mono- and disaccharides	0.922130585
Feature754	Fatty acids	0.576383948	Fatty amides	0.620804548	Fatty acyl homoserine lactones	0.677354693
Feature3014	Fatty acids	0.687624991	Fatty amides	0.382107377	Fatty acyl homoserine lactones	0.452774465
Feature1319	Fatty acids	0.838471174	Fatty acyls	0.769468725	Fatty alcohols	0.684313416
Feature2375	Fatty acids	0.644788504	Fatty acyls	0.600604117	Fatty alcohols	0.792492211
Feature3332	Fatty acids	0.89938134	Fatty acyls	0.582514644	Fatty alcohols	0.755976856
Feature575	Fatty acids	0.603651166	Fatty acyls	0.710931003	Fatty alcohols	0.427355498
Feature1080	Fatty acids	0.622073174	Fatty acyls	0.490320325	Fatty alcohols	0.531829655
Feature1649	Fatty acids	0.651280165	Fatty acyls	0.689046085	Fatty alcohols	0.604446888
Feature2364	Polyketides	0.566346705	Macrolides	0.328207582	Fatty alcohols	0.345160484
Feature2802	Fatty acids	0.768884301	Fatty acyls	0.578895032	Fatty alcohols	0.714489818
Feature1864	Fatty acids	0.531036854	Monoterpenoids	0.240700662	Fatty alcohols	0.277165681
Feature288	Fatty acids	0.527969718	Fatty acyls	0.366404742	Fatty alcohols	0.144505009
Feature1615	Fatty acids	0.636568904	Fatty acyls	0.568713188	Fatty alcohols	0.632213771
Feature1842	Terpenoids	0.519752562	Fatty acyls	0.464112759	Fatty alcohols	0.342666447
Feature2976	Fatty acids	0.550242722	Fatty acyls	0.339358985	Fatty alcohols	0.347758889
Feature1347	Shikimates and Phenylpropanoids	0.916437984	Flavonoids	0.918559909	Flavandiols (Leucoanthocyanidins)	0.816682637
Feature1527	Shikimates and Phenylpropanoids	0.811831415	Flavonoids	0.653393209	Flavanones	0.5711146
Feature1225	Shikimates and Phenylpropanoids	0.872326553	Flavonoids	0.685194135	Flavones	0.600021482
Feature1229	Shikimates and Phenylpropanoids	0.629923224	Flavonoids	0.573762834	Flavones	0.280974597
Feature1830	Shikimates and Phenylpropanoids	0.629024327	Flavonoids	0.722209454	Flavonols	0.564240992
Feature2860	Shikimates and Phenylpropanoids	0.684526384	Flavonoids	0.529305398	Flavonols	0.551847458
Feature1084	Shikimates and Phenylpropanoids	0.970497668	Flavonoids	0.935423553	Flavonols	0.98039639
Feature1565	Shikimates and Phenylpropanoids	0.980492234	Flavonoids	0.920125961	Flavonols	0.991553485
Feature1323	Shikimates and Phenylpropanoids	0.822425783	Flavonoids	0.862733662	Flavonols	0.837506115
Feature1949	Shikimates and Phenylpropanoids	0.525395691	Xanthones	0.426430523	Flavonols	0.408167183
Feature183	Shikimates and Phenylpropanoids	0.855936885	Flavonoids	0.578454256	Flavonols	0.560763538
Feature80	Shikimates and Phenylpropanoids	0.816790402	Phenolic acids (C6-C1)	0.815107405	Gallotannins	0.968901217
Feature85	Shikimates and Phenylpropanoids	0.827487946	Phenolic acids (C6-C1)	0.897884607	Gallotannins	0.943934917
Feature172	Carbohydrates	0.67873621	Amino acid glycosides	0.724944293	Glucosinolates	0.793949366
Feature2393	Fatty acids	0.821631014	Glycerophospholipids	0.819432139	Glycerophosphates	0.656619608
Feature2399	Alkaloids	0.563693047	Glycerophospholipids	0.3898184	Glycerophosphocholines	0.261777908
Feature3108	Fatty acids	0.922925949	Glycerophospholipids	0.846402824	Glycerophosphoethanolamines	0.84739089
Feature1728	Fatty acids	0.903984547	Glycerophospholipids	0.785357952	Glycerophosphoserines	0.785790741
Feature1227	Terpenoids	0.521154404	Monoterpenoids	0.503858685	Glycosylmonoacylglycerols	0.337345541
Feature1290	Terpenoids	0.588404417	Monoterpenoids	0.595781028	Glycosylmonoacylglycerols	0.309342504
Feature2808	Fatty acids	0.601970553	Fatty acyl glycosides	0.589083016	Glycosylmonoacylglycerols	0.495175272
Feature1258	Fatty acids	0.710690975	Fatty Acids and Conjugates	0.69359839	Hydroxy fatty acids	0.711385667
Feature1572	Fatty acids	0.733241856	Fatty Acids and Conjugates	0.787681639	Hydroxy fatty acids	0.780744255
Feature1580	Fatty acids	0.75617373	Fatty Acids and Conjugates	0.644739985	Hydroxy fatty acids	0.622267783
Feature2177	Fatty acids	0.647169471	Fatty Acids and Conjugates	0.832597852	Hydroxy fatty acids	0.8871876
Feature2592	Fatty acids	0.64403218	Fatty Acids and Conjugates	0.675758123	Hydroxy fatty acids	0.610697746
Feature2747	Fatty acids	0.812192321	Fatty Acids and Conjugates	0.534783304	Hydroxy fatty acids	0.720405042
Feature3032	Fatty acids	0.563163161	Fatty Acids and Conjugates	0.685639024	Hydroxy fatty acids	0.349644423
Feature3239	Fatty acids	0.689340293	Fatty Acids and Conjugates	0.634358943	Hydroxy fatty acids	0.483268976
Feature3259	Fatty acids	0.814095318	Fatty Acids and Conjugates	0.852822363	Hydroxy fatty acids	0.795149982
Feature214	Fatty acids	0.763891995	Fatty Acids and Conjugates	0.92169863	Hydroxy fatty acids	0.753012836
Feature224	Fatty acids	0.709225297	Fatty Acids and Conjugates	0.877327681	Hydroxy fatty acids	0.708994567
Feature759	Fatty acids	0.827305019	Fatty Acids and Conjugates	0.952408373	Hydroxy fatty acids	0.721657515
Feature1589	Fatty acids	0.518732846	Fatty Acids and Conjugates	0.284777194	Hydroxy fatty acids	0.143678531
Feature1794	Fatty acids	0.676259041	Fatty Acids and Conjugates	0.823205829	Hydroxy fatty acids	0.815634549
Feature1926	Fatty acids	0.629630089	Fatty Acids and Conjugates	0.695922613	Hydroxy fatty acids	0.608775437
Feature1978	Fatty acids	0.857863128	Fatty Acids and Conjugates	0.638349354	Hydroxy fatty acids	0.574263752
Feature2019	Fatty acids	0.837989986	Fatty Acids and Conjugates	0.751616359	Hydroxy fatty acids	0.663165331
Feature2102	Fatty acids	0.704315543	Fatty Acids and Conjugates	0.746501923	Hydroxy fatty acids	0.851335168
Feature2197	Fatty acids	0.629557967	Fatty Acids and Conjugates	0.633226871	Hydroxy fatty acids	0.418725014
Feature2274	Fatty acids	0.593348324	Fatty Acids and Conjugates	0.350399971	Hydroxy fatty acids	0.356877416
Feature2367	Fatty acids	0.808345973	Fatty Acids and Conjugates	0.835644901	Hydroxy fatty acids	0.843086183
Feature2430	Fatty acids	0.82403332	Fatty Acids and Conjugates	0.924001634	Hydroxy fatty acids	0.923848152
Feature2521	Fatty acids	0.78955245	Fatty Acids and Conjugates	0.663604975	Hydroxy fatty acids	0.514033079
Feature2554	Fatty acids	0.820743799	Fatty Acids and Conjugates	0.889724016	Hydroxy fatty acids	0.958975911
Feature2682	Fatty acids	0.565369666	Fatty Acids and Conjugates	0.527547896	Hydroxy fatty acids	0.601323843
Feature2899	Fatty acids	0.535257161	Fatty Acids and Conjugates	0.571307719	Hydroxy fatty acids	0.671943605
Feature2902	Fatty acids	0.62022078	Fatty Acids and Conjugates	0.696245253	Hydroxy fatty acids	0.580901742
Feature3007	Fatty acids	0.819820762	Fatty Acids and Conjugates	0.687841713	Hydroxy fatty acids	0.773583531
Feature3149	Fatty acids	0.538934231	Fatty Acids and Conjugates	0.422433704	Hydroxy fatty acids	0.295655221
Feature3227	Fatty acids	0.710285485	Fatty Acids and Conjugates	0.849390209	Hydroxy fatty acids	0.78164494
Feature3260	Fatty acids	0.840684414	Fatty Acids and Conjugates	0.794605732	Hydroxy fatty acids	0.47571221
Feature3288	Fatty acids	0.595378935	Fatty Acids and Conjugates	0.618032455	Hydroxy fatty acids	0.634215236
Feature3418	Fatty acids	0.837492526	Fatty Acids and Conjugates	0.850797117	Hydroxy fatty acids	0.837925196
Feature3596	Fatty acids	0.832686901	Fatty Acids and Conjugates	0.769207656	Hydroxy fatty acids	0.68056345
Feature519	Fatty acids	0.562834561	Fatty Acids and Conjugates	0.480971456	Hydroxy fatty acids	0.422920763
Feature1510	Terpenoids	0.416511893	Fatty Acids and Conjugates	0.297269493	Hydroxy fatty acids	0.217294842
Feature1689	Fatty acids	0.715832174	Fatty Acids and Conjugates	0.850354373	Hydroxy fatty acids	0.817596257
Feature1762	Terpenoids	0.550306857	Sesquiterpenoids	0.391091079	Hydroxy fatty acids	0.375572801
Feature1824	Fatty acids	0.619914472	Fatty Acids and Conjugates	0.694798052	Hydroxy fatty acids	0.567820549
Feature1877	Fatty acids	0.729035258	Fatty Acids and Conjugates	0.743303478	Hydroxy fatty acids	0.71631515
Feature2290	Polyketides	0.552892148	Fatty Acids and Conjugates	0.532179058	Hydroxy fatty acids	0.470693231
Feature2450	Fatty acids	0.754739165	Fatty Acids and Conjugates	0.868291259	Hydroxy fatty acids	0.889476538
Feature2508	Fatty acids	0.807131588	Fatty Acids and Conjugates	0.911139905	Hydroxy fatty acids	0.863871872
Feature2517	Fatty acids	0.528234899	Fatty Acids and Conjugates	0.365661532	Hydroxy fatty acids	0.378984272
Feature3472	Terpenoids	0.650633395	Sesquiterpenoids	0.793732345	Hydroxy fatty acids	0.40726772
Feature3497	Fatty acids	0.76266098	Fatty Acids and Conjugates	0.336340666	Hydroxy fatty acids	0.545809031
Feature374	Alkaloids	0.560761034	Lysine alkaloids	0.304590672	Imidazole alkaloids	0.251533449
Feature1222	Alkaloids	0.844602168	Histidine alkaloids	0.458046079	Imidazole alkaloids	0.364418209
Feature2212	Alkaloids	0.727469981	Histidine alkaloids	0.06996537	Imidazole alkaloids	0.070108995
Feature1039	Alkaloids	0.558832645	Histidine alkaloids	0.16792497	Imidazole alkaloids	0.193463579
Feature2313	Alkaloids	0.288944811	Histidine alkaloids	0.478144646	Imidazole alkaloids	0.515926123
Feature3047	Fatty acids	0.400788993	Small peptides	0.39413476	Imidazole alkaloids	0.24093011
Feature583	Terpenoids	0.244356945	Monoterpenoids	0.526595891	Iridoids monoterpenoids	0.466344297
Feature1305	Terpenoids	0.522991717	Monoterpenoids	0.215367988	Iridoids monoterpenoids	0.288491845
Feature1038	Terpenoids	0.803310513	Monoterpenoids	0.853043258	Iridoids monoterpenoids	0.729663134
Feature2787	Shikimates and Phenylpropanoids	0.671025038	Isoflavonoids	0.447338462	Isoflavones	0.451453328
Feature2031	Fatty acids	0.554496825	Octadecanoids	0.731512785	Jasmonic acids	0.529930174
Feature1773	Fatty acids	0.675453722	Octadecanoids	0.70021081	Jasmonic acids	0.640196085
Feature73	Alkaloids	0.463991553	Styrylpyrones	0.176768288	Kavalactones and derivatives	0.162339658
Feature3638	Terpenoids	0.5760445	Sesquiterpenoids	0.515611887	Labdane diterpenoids	0.290750593
Feature2975	Terpenoids	0.742250681	Triterpenoids	0.740432501	Lanostane, Tirucallane and Euphane triterpenoids	0.407078445
Feature300	Fatty acids	0.238251209	Eicosanoids	0.51352036	Leukotrienes	0.274030924
Feature1178	Fatty acids	0.623283982	Eicosanoids	0.727992117	Leukotrienes	0.356288731
Feature1453	Fatty acids	0.906037807	Eicosanoids	0.997411788	Leukotrienes	0.968245625
Feature1279	Amino acids and Peptides	0.853385866	Oligopeptides	0.563932538	Linear peptides	0.420620769
Feature1944	Polyketides	0.566947699	Macrolides	0.607051432	Macrolide lactones	0.714232981
Feature1127	Polyketides	0.303182989	Macrolides	0.589590549	Macrolide lactones	0.753911555
Feature1247	Polyketides	0.783070326	Macrolides	0.646618247	Macrolide lactones	0.409236968
Feature1558	Fatty acids	0.556136727	Macrolides	0.269958019	Macrolide lactones	0.355355501
Feature1841	Fatty acids	0.461936921	Fatty acyl glycosides	0.297606796	Macrolide lactones	0.225455955
Feature1389	Terpenoids	0.440020442	Monoterpenoids	0.239711002	Menthane monoterpenoids	0.24705179
Feature1452	Terpenoids	0.534980536	Monoterpenoids	0.298547983	Menthane monoterpenoids	0.213580534
Feature2376	Shikimates and Phenylpropanoids	0.54198432	Monoterpenoids	0.54109937	Menthane monoterpenoids	0.378830254
Feature2551	Terpenoids	0.668297052	Monoterpenoids	0.509254456	Menthane monoterpenoids	0.489235431
Feature975	Terpenoids	0.687001824	Monoterpenoids	0.4884893	Menthane monoterpenoids	0.298849732
Feature2474	Terpenoids	0.552091002	Sesquiterpenoids	0.278129905	Menthane monoterpenoids	0.275823474
Feature3584	Fatty acids	0.835596621	Fatty Acids and Conjugates	0.777185559	Methoxy fatty acids	0.738039494
Feature2794	Fatty acids	0.830791652	Glycerolipids	0.76748246	Monoacylglycerols	0.803750038
Feature3156	Fatty acids	0.857830763	Glycerolipids	0.731036901	Monoacylglycerols	0.754620433
Feature1775	Fatty acids	0.634185076	Glycerolipids	0.45853135	Monoacylglycerols	0.455035061
Feature1895	Polyketides	0.607500255	Linear polyketides	0.461273223	Monoacylglycerols	0.437436044
Feature1956	Fatty acids	0.576866865	Glycerolipids	0.396696001	Monoacylglycerols	0.25733313
Feature2341	Alkaloids	0.508021593	Small peptides	0.205152839	Monocyclic monoterpenoids	0.167264104
Feature808	Terpenoids	0.575386822	Monoterpenoids	0.528632343	Monocyclic monoterpenoids	0.2066724
Feature1114	Shikimates and Phenylpropanoids	0.661442637	Flavonoids	0.251400679	Monomeric stilbenes	0.248883963
Feature1350	Shikimates and Phenylpropanoids	0.697436333	Stilbenoids	0.551524699	Monomeric stilbenes	0.60617286
Feature1797	Shikimates and Phenylpropanoids	0.620280266	Stilbenoids	0.563161135	Monomeric stilbenes	0.623611569
